Regions;YYMM;YY;MM;Capa_Thermique;Capa_Solaire;Capa_Hydraulique;Capa_Nucleaire;Capa_Eolien;Capa_Renouvelable;Capa_Totale
CVDL;1509;15;9;0;190.5333333;93;11630;866.6666667;1150.2;12780.2
CVDL;1510;15;10;0;192.9677419;93;11630;869.3225806;1155.290323;12785.29032
CVDL;1511;15;11;0;195.3666667;93;11630;872;1160.366667;12790.36667
CVDL;1512;15;12;0;197.8387097;93;11630;874.7096774;1165.548387;12795.54839
CVDL;1601;16;1;0;199.7096774;93;11630;879.1935484;1171.903226;12801.90323
CVDL;1602;16;2;0;201.3448276;93;11630;885.3103448;1179.655172;12809.65517
CVDL;1603;16;3;0;202.6451613;93;11630;891.3870968;1187.032258;12817.03226
CVDL;1604;16;4;0;204.3333333;93;11630;897.5;1194.833333;12824.83333
CVDL;1605;16;5;0;205.6451613;93;11630;903.7096774;1202.354839;12832.35484
CVDL;1606;16;6;0;207.3333333;93;11630;909.9;1210.233333;12840.23333
CVDL;1607;16;7;0;208.6451613;93;11630;916;1217.645161;12847.64516
CVDL;1608;16;8;0;210.3548387;93;11630;922.2903226;1225.645161;12855.64516
CVDL;1609;16;9;0;211.6666667;93;11630;928.5;1233.166667;12863.16667
CVDL;1610;16;10;0;213.3548387;93;11630;934.6129032;1240.967742;12870.96774
CVDL;1611;16;11;0;214.6666667;93;11630;940.8;1248.466667;12878.46667
CVDL;1612;16;12;0;216.3548387;93;11630;947;1256.354839;12886.35484
CVDL;1701;17;1;0;217.9032258;93;11630;952.9354839;1263.83871;12893.83871
CVDL;1702;17;2;0;219.5714286;93;11630;958.3571429;1270.928571;12900.92857
CVDL;1703;17;3;0;221.3548387;93;11630;963.7741935;1278.129032;12908.12903
CVDL;1704;17;4;0;223.1;93;11630;969.3666667;1285.466667;12915.46667
CVDL;1705;17;5;0;224.8064516;93;11630;974.9677419;1292.774194;12922.77419
CVDL;1706;17;6;0;226.5333333;93;11630;980.5333333;1300.066667;12930.06667
CVDL;1707;17;7;0;228.3870968;93;11630;986.1935484;1307.580645;12937.58065
CVDL;1708;17;8;0;230.1290323;93;11630;991.8387097;1314.967742;12944.96774
CVDL;1709;17;9;0;231.8333333;93;11630;997.4666667;1322.3;12952.3
CVDL;1710;17;10;0;233.5806452;93;11630;1003.032258;1329.612903;12959.6129
CVDL;1711;17;11;0;235.4333333;93;11630;1008.633333;1337.066667;12967.06667
CVDL;1712;17;12;0;237.1612903;93;11630;1014.258065;1344.419355;12974.41935
CVDL;1801;18;1;0;239.4516129;93;11630;1022.129032;1354.580645;12984.58065
CVDL;1802;18;2;0;242.1071429;93;11630;1031.607143;1366.714286;12996.71429
CVDL;1803;18;3;0;244.8387097;93;11630;1041.064516;1378.903226;13008.90323
CVDL;1804;18;4;0;247.5;93;11630;1050.8;1391.3;13021.3
CVDL;1805;18;5;0;250.2580645;93;11630;1060.580645;1403.83871;13033.83871
CVDL;1806;18;6;0;253.0333333;93;11630;1070.366667;1416.4;13046.4
CVDL;1807;18;7;0;255.8387097;93;11630;1080.16129;1429;13059
CVDL;1808;18;8;0;258.6451613;93;11630;1090.096774;1441.741935;13071.74194
CVDL;1809;18;9;0;261.4;93;11630;1099.866667;1454.266667;13084.26667
CVDL;1810;18;10;0;264.0645161;93;11630;1109.612903;1466.677419;13096.67742
CVDL;1811;18;11;0;266.9;93;11630;1119.4;1479.3;13109.3
CVDL;1812;18;12;0;269.6451613;93;11630;1129.193548;1491.83871;13121.83871
CVDL;1901;19;1;0;273.1290323;93;11630;1139.322581;1505.451613;13135.45161
CVDL;1902;19;2;0;277.1428571;93;11630;1149.178571;1519.321429;13149.32143
CVDL;1903;19;3;0;281.0645161;93;11630;1159;1533.064516;13163.06452
CVDL;1904;19;4;0;285.1333333;93;11630;1168.833333;1546.966667;13176.96667
CVDL;1905;19;5;0;289.2580645;93;11630;1179;1561.258065;13191.25806
CVDL;1906;19;6;0;293.3333333;93;11630;1189.166667;1575.5;13205.5
CVDL;1907;19;7;0;297.4516129;93;11630;1199.322581;1589.774194;13219.77419
CVDL;1908;19;8;0;301.6129032;93;11630;1209.677419;1604.290323;13234.29032
CVDL;1909;19;9;0;305.7333333;93;11630;1219.833333;1618.566667;13248.56667
CVDL;1910;19;10;0;309.8064516;93;11630;1229.677419;1632.483871;13262.48387
CVDL;1911;19;11;0;313.8666667;93;11630;1239.833333;1646.7;13276.7
CVDL;1912;19;12;0;318;93;11630;1250;1661;13291
CVDL;2001;20;1;0;322.4193548;93;11630;1256.677419;1672.096774;13302.09677
CVDL;2002;20;2;0;326.9310345;93;11630;1259.896552;1679.827586;13309.82759
CVDL;2003;20;3;0;331.4193548;93;11630;1263.129032;1687.548387;13317.54839
CVDL;2004;20;4;0;336;93;11630;1266.366667;1695.366667;13325.36667
CVDL;2005;20;5;0;340.5806452;93;11630;1269.580645;1703.16129;13333.16129
CVDL;2006;20;6;0;345.1333333;93;11630;1272.833333;1710.966667;13340.96667
CVDL;2007;20;7;0;349.8064516;93;11630;1276.129032;1718.935484;13348.93548
CVDL;2008;20;8;0;354.4193548;93;11630;1279.419355;1726.83871;13356.83871
CVDL;2009;20;9;0;359;93;11630;1282.633333;1734.633333;13364.63333
CVDL;2010;20;10;0;363.5806452;93;11630;1285.903226;1742.483871;13372.48387
CVDL;2011;20;11;0;368.1333333;93;11630;1289.166667;1750.3;13380.3
CVDL;2012;20;12;0;372.7419355;93;11630;1292.419355;1758.16129;13388.16129
CVDL;2101;21;1;0;387.2258065;93;11630;1299.483871;1779.709677;13409.70968
CVDL;2102;21;2;0;409.6428571;93;11630;1309.535714;1812.178571;13442.17857
CVDL;2103;21;3;0;432.1612903;93;11630;1319.677419;1844.83871;13474.83871
CVDL;2104;21;4;0;455.3333333;93;11630;1330.166667;1878.5;13508.5
CVDL;2105;21;5;0;478.5483871;93;11630;1340.580645;1912.129032;13542.12903
CVDL;2106;21;6;0;501.8333333;93;11630;1351.033333;1945.866667;13575.86667
CVDL;2107;21;7;0;525.0322581;93;11630;1361.451613;1979.483871;13609.48387
CVDL;2108;21;8;0;548.6774194;93;11630;1372.064516;2013.741935;13643.74194
CVDL;2109;21;9;0;571.9;93;11630;1382.5;2047.4;13677.4
CVDL;2110;21;10;0;595.0967742;93;11630;1393;2081.096774;13711.09677
GE;1301;13;1;1868;370.2258065;2308;12580;1847.516129;4525.741935;18973.74194
GE;1302;13;2;1868;372.6428571;2308;12580;1861.428571;4542.071429;18990.07143
GE;1303;13;3;1868;374.9677419;2308;12580;1875.354839;4558.322581;19006.32258
GE;1304;13;4;1868;377.3666667;2308;12580;1889.733333;4575.1;19023.1
GE;1305;13;5;1868;379.8387097;2308;12580;1904.064516;4591.903226;19039.90323
GE;1306;13;6;1868;382.2;2308;12580;1918.466667;4608.666667;19056.66667
GE;1307;13;7;1868;384.6774194;2308;12580;1932.83871;4625.516129;19073.51613
GE;1308;13;8;1868;387.0967742;2308;12580;1947.451613;4642.548387;19090.54839
GE;1309;13;9;1868;389.5333333;2308;12580;1961.8;4659.333333;19107.33333
GE;1310;13;10;1868;391.9677419;2308;12580;1976.16129;4676.129032;19124.12903
GE;1311;13;11;1868;394.3666667;2308;12580;1990.566667;4692.933333;19140.93333
GE;1312;13;12;1868;396.8387097;2308;12580;2004.967742;4709.806452;19157.80645
GE;1401;14;1;1857.041096;399.0967742;2308;12580;2026.935484;4734.032258;19182.03226
GE;1402;14;2;1836.835617;401.2142857;2308;12580;2054.535714;4763.75;19211.75
GE;1403;14;3;1816.630137;403.2903226;2308;12580;2082.064516;4793.354839;19241.35484
GE;1404;14;4;1795.739726;405.5;2308;12580;2110.566667;4824.066667;19272.06667
GE;1405;14;5;1774.849315;407.7096774;2308;12580;2139.064516;4854.774194;19302.77419
GE;1406;14;6;1753.958904;409.8666667;2308;12580;2167.533333;4885.4;19333.4
GE;1407;14;7;1733.068493;412.0322581;2308;12580;2196.064516;4916.096774;19364.09677
GE;1408;14;8;1711.835616;414.2258065;2308;12580;2225;4947.225806;19395.22581
GE;1409;14;9;1690.945206;416.4;2308;12580;2253.5;4977.9;19425.9
GE;1410;14;10;1670.054795;418.6451613;2308;12580;2282;5008.645161;19456.64516
GE;1411;14;11;1649.164384;420.8;2308;12580;2310.466667;5039.266667;19487.26667
GE;1412;14;12;1628.273973;422.9677419;2308;12580;2339;5069.967742;19517.96774
GE;1501;15;1;1596.082192;424.483871;2308;12580;2362.935484;5095.419355;19543.41935
GE;1502;15;2;1555.671233;425.3571429;2308;12580;2381.285714;5114.642857;19562.64286
GE;1503;15;3;1515.260274;426.2580645;2308;12580;2399.645161;5133.903226;19581.90323
GE;1504;15;4;1473.479452;427.1333333;2308;12580;2418.633333;5153.766667;19601.76667
GE;1505;15;5;1431.69863;428.0645161;2308;12580;2437.548387;5173.612903;19621.6129
GE;1506;15;6;1389.917808;429;2308;12580;2456.566667;5193.566667;19641.56667
GE;1507;15;7;1348.136986;429.9677419;2308;12580;2475.516129;5213.483871;19661.48387
GE;1508;15;8;1305.671233;430.9032258;2308;12580;2494.806452;5233.709677;19681.70968
GE;1509;15;9;1263.890411;431.8333333;2308;12580;2513.766667;5253.6;19701.6
GE;1510;15;10;1222.109589;432.7096774;2308;12580;2532.709677;5273.419355;19721.41935
GE;1511;15;11;1180.328767;433.6333333;2308;12580;2551.733333;5293.366667;19741.36667
GE;1512;15;12;1138.547945;434.5483871;2308;12580;2570.677419;5313.225806;19761.22581
GE;1601;16;1;1096.142077;435.4193548;2308;12580;2592.967742;5336.387097;19784.3871
GE;1602;16;2;1055.15847;436.2068966;2308;12580;2617.344828;5361.551724;19809.55172
GE;1603;16;3;1014.174863;437;2308;12580;2641.677419;5386.677419;19834.67742
GE;1604;16;4;972.5081967;438;2308;12580;2666.433333;5412.433333;19860.43333
GE;1605;16;5;930.8415301;438.7741935;2308;12580;2691.16129;5437.935484;19885.93548
GE;1606;16;6;889.1748634;439.6;2308;12580;2715.933333;5463.533333;19911.53333
GE;1607;16;7;847.5081967;440.3870968;2308;12580;2740.677419;5489.064516;19937.06452
GE;1608;16;8;805.1584699;441.2258065;2308;12580;2765.83871;5515.064516;19963.06452
GE;1609;16;9;763.4918033;442;2308;12580;2790.566667;5540.566667;19988.56667
GE;1610;16;10;721.8251366;443;2308;12580;2815.354839;5566.354839;20014.35484
GE;1611;16;11;680.1584699;443.8;2308;12580;2840.066667;5591.866667;20039.86667
GE;1612;16;12;638.4918033;444.6129032;2308;12580;2864.83871;5617.451613;20065.45161
GE;1701;17;1;618;446.0645161;2308;12580;2886.741935;5640.806452;20088.80645
GE;1702;17;2;618;447.9642857;2308;12580;2904.785714;5660.75;20108.75
GE;1703;17;3;618;449.9354839;2308;12580;2922.806452;5680.741935;20128.74194
GE;1704;17;4;618;451.9333333;2308;12580;2941.433333;5701.366667;20149.36667
GE;1705;17;5;618;453.9354839;2308;12580;2960.096774;5722.032258;20170.03226
GE;1706;17;6;618;455.9666667;2308;12580;2978.733333;5742.7;20190.7
GE;1707;17;7;618;457.9354839;2308;12580;2997.354839;5763.290323;20211.29032
GE;1708;17;8;618;460;2308;12580;3016.290323;5784.290323;20232.29032
GE;1709;17;9;618;462;2308;12580;3034.966667;5804.966667;20252.96667
GE;1710;17;10;618;464;2308;12580;3053.580645;5825.580645;20273.58065
GE;1711;17;11;618;466.0333333;2308;12580;3072.2;5846.233333;20294.23333
GE;1712;17;12;618;468;2308;12580;3090.870968;5866.870968;20314.87097
GE;1801;18;1;618;469.8387097;2308;12580;3112.419355;5890.258065;20338.25806
GE;1802;18;2;618;471.5;2308;12580;3135.285714;5914.785714;20362.78571
GE;1803;18;3;618;473.1290323;2308;12580;3158.129032;5939.258065;20387.25806
GE;1804;18;4;618;474.7333333;2308;12580;3181.8;5964.533333;20412.53333
GE;1805;18;5;618;476.483871;2308;12580;3205.451613;5989.935484;20437.93548
GE;1806;18;6;618;478.1333333;2308;12580;3229.1;6015.233333;20463.23333
GE;1807;18;7;618;479.7741935;2308;12580;3252.741935;6040.516129;20488.51613
GE;1808;18;8;618;481.483871;2308;12580;3276.774194;6066.258065;20514.25806
GE;1809;18;9;618;483.2;2308;12580;3300.433333;6091.633333;20539.63333
GE;1810;18;10;618;484.8064516;2308;12580;3324.096774;6116.903226;20564.90323
GE;1811;18;11;618;486.5;2308;12580;3347.7;6142.2;20590.2
GE;1812;18;12;618;488.2258065;2308;12580;3371.354839;6167.580645;20615.58065
GE;1901;19;1;618;491.3548387;2308;12580;3392.83871;6192.193548;20640.19355
GE;1902;19;2;618;495.75;2308;12580;3411.071429;6214.821429;20662.82143
GE;1903;19;3;618;500.0967742;2308;12580;3429.225806;6237.322581;20685.32258
GE;1904;19;4;618;504.6;2308;12580;3448.033333;6260.633333;20708.63333
GE;1905;19;5;618;509.0967742;2308;12580;3466.83871;6283.935484;20731.93548
GE;1906;19;6;618;513.6333333;2308;12580;3485.633333;6307.266667;20755.26667
GE;1907;19;7;618;518.1290323;2308;12580;3504.451613;6330.580645;20778.58065
GE;1908;19;8;618;522.7741935;2308;12580;3523.548387;6354.322581;20802.32258
GE;1909;19;9;618;527.2333333;2308;12580;3542.333333;6377.566667;20825.56667
GE;1910;19;10;618;531.7741935;2308;12580;3561.16129;6400.935484;20848.93548
GE;1911;19;11;618;536.2333333;2308;12580;3579.933333;6424.166667;20872.16667
GE;1912;19;12;618;540.8064516;2308;12580;3598.774194;6447.580645;20895.58065
GE;2001;20;1;618;545.3548387;2308;12580;3620.225806;6473.580645;20921.58065
GE;2002;20;2;618;549.7931034;2308;12580;3643.034483;6500.827586;20948.82759
GE;2003;20;3;618;554.1935484;2308;12580;3665.967742;6528.16129;20976.16129
GE;2004;20;4;618;558.7333333;2308;12580;3689.166667;6555.9;21003.9
GE;2005;20;5;618;563.1935484;2308;12580;3712.451613;6583.645161;21031.64516
GE;2006;20;6;618;567.7333333;2308;12580;3735.666667;6611.4;21059.4
GE;2007;20;7;618;572.1935484;2308;12580;3758.967742;6639.16129;21087.16129
GE;2008;20;8;618;576.8064516;2308;12580;3782.548387;6667.354839;21115.35484
GE;2009;20;9;618;581.2666667;2308;12580;3805.833333;6695.1;21143.1
GE;2010;20;10;618;585.8064516;2308;12580;3829.064516;6722.870968;21170.87097
GE;2011;20;11;618;590.2666667;2308;12580;3852.333333;6750.6;21198.6
GE;2012;20;12;618;594.8064516;2308;12580;3875.548387;6778.354839;21226.35484
GE;2101;21;1;618;611.516129;2308;12502.84932;3896.709677;6816.225806;21132.2806
GE;2102;21;2;618;638.3214286;2308;12360.60274;3914.535714;6860.857143;20933.63797
GE;2103;21;3;618;665;2308;12218.35616;3932.387097;6905.387097;20734.89395
GE;2104;21;4;618;692.6333333;2308;12071.28767;3950.9;6951.533333;20529.51963
GE;2105;21;5;618;720.3225806;2308;11924.21918;3969.354839;6997.677419;20324.14317
GE;2106;21;6;618;748;2308;11777.15069;3987.833333;7043.833333;20118.77854
GE;2107;21;7;618;775.6451613;2308;11630.08219;4006.258065;7089.903226;19913.32788
GE;2108;21;8;618;803.7741935;2308;11480.60274;4025.032258;7136.806452;19704.58727
GE;2109;21;9;618;831.4666667;2308;11333.53425;4043.5;7182.966667;19499.22694
GE;2110;21;10;618;859.0645161;2308;11186.46575;4062;7229.064516;19293.80424
HF;1301;13;1;485;104.2903226;4;5460;1505.258065;1613.548387;7558.548387
HF;1302;13;2;485;105;4;5460;1520;1629;7574
HF;1303;13;3;485;105.7096774;4;5460;1535.032258;1644.741935;7589.741935
HF;1304;13;4;485;106.2;4;5460;1550.5;1660.7;7605.7
HF;1305;13;5;485;107;4;5460;1565.83871;1676.83871;7621.83871
HF;1306;13;6;485;107.7333333;4;5460;1581.5;1693.233333;7638.233333
HF;1307;13;7;485;108.2258065;4;5460;1596.741935;1708.967742;7653.967742
HF;1308;13;8;485;109;4;5460;1612.645161;1725.645161;7670.645161
HF;1309;13;9;485;109.7666667;4;5460;1628;1741.766667;7686.766667
HF;1310;13;10;485;110.2580645;4;5460;1643.451613;1757.709677;7702.709677
HF;1311;13;11;485;111;4;5460;1659;1774;7719
HF;1312;13;12;485;111.7419355;4;5460;1674.258065;1790;7735
HF;1401;14;1;474.6986301;112.2903226;4;5460;1696.967742;1813.258065;7758.258065
HF;1402;14;2;455.7054795;113;4;5460;1724.642857;1841.642857;7786.642857
HF;1403;14;3;436.7123288;113.7096774;4;5460;1752.290323;1870;7815
HF;1404;14;4;417.0753425;114.2;4;5460;1780.9;1899.1;7844.1
HF;1405;14;5;397.4383562;115;4;5460;1809.419355;1928.419355;7873.419355
HF;1406;14;6;377.8013699;115.7333333;4;5460;1838;1957.733333;7902.733333
HF;1407;14;7;358.1643836;116.2258065;4;5460;1866.580645;1986.806452;7931.806452
HF;1408;14;8;338.2054795;117;4;5460;1895.645161;2016.645161;7961.645161
HF;1409;14;9;318.5684932;117.7666667;4;5460;1924.166667;2045.933333;7990.933333
HF;1410;14;10;298.9315068;118.2580645;4;5460;1952.774194;2075.032258;8020.032258
HF;1411;14;11;279.2945206;119;4;5460;1981.366667;2104.366667;8049.366667
HF;1412;14;12;259.6575342;119.7419355;4;5460;2009.967742;2133.709677;8078.709677
HF;1501;15;1;250;120;4;5460;2037.419355;2161.419355;8106.419355
HF;1502;15;2;250;120.5;4;5460;2062.178571;2186.678571;8131.678571
HF;1503;15;3;250;121;4;5460;2086.870968;2211.870968;8156.870968
HF;1504;15;4;250;121;4;5460;2112.466667;2237.466667;8182.466667
HF;1505;15;5;250;121.483871;4;5460;2138.032258;2263.516129;8208.516129
HF;1506;15;6;250;122;4;5460;2163.566667;2289.566667;8234.566667
HF;1507;15;7;250;122;4;5460;2189.16129;2315.16129;8260.16129
HF;1508;15;8;250;122.483871;4;5460;2215.129032;2341.612903;8286.612903
HF;1509;15;9;250;123;4;5460;2240.7;2367.7;8312.7
HF;1510;15;10;250;123;4;5460;2266.290323;2393.290323;8338.290323
HF;1511;15;11;250;123.5;4;5460;2291.833333;2419.333333;8364.333333
HF;1512;15;12;250;124;4;5460;2317.419355;2445.419355;8390.419355
HF;1601;16;1;239.0710383;124;4;5460;2349.258065;2477.258065;8422.258065
HF;1602;16;2;218.579235;124.8275862;4;5460;2385.413793;2514.241379;8459.241379
HF;1603;16;3;198.0874317;125;4;5460;2421.612903;2550.612903;8495.612903
HF;1604;16;4;177.2540984;125.4;4;5460;2458.333333;2587.733333;8532.733333
HF;1605;16;5;156.420765;126;4;5460;2495.064516;2625.064516;8570.064516
HF;1606;16;6;135.5874317;126;4;5460;2531.8;2661.8;8606.8
HF;1607;16;7;114.7540984;127;4;5460;2568.612903;2699.612903;8644.612903
HF;1608;16;8;93.57923497;127;4;5460;2605.935484;2736.935484;8681.935484
HF;1609;16;9;72.74590164;127.6;4;5460;2642.666667;2774.266667;8719.266667
HF;1610;16;10;51.91256831;128;4;5460;2679.419355;2811.419355;8756.419355
HF;1611;16;11;31.07923497;128.2;4;5460;2716.2;2848.4;8793.4
HF;1612;16;12;10.24590164;129;4;5460;2752.935484;2885.935484;8830.935484
HF;1701;17;1;0;129.0322581;4;5460;2797.677419;2930.709677;8875.709677
HF;1702;17;2;0;130;4;5460;2846.642857;2980.642857;8925.642857
HF;1703;17;3;0;130;4;5460;2895.677419;3029.677419;8974.677419
HF;1704;17;4;0;130.9666667;4;5460;2946.5;3081.466667;9026.466667
HF;1705;17;5;0;131;4;5460;2997.16129;3132.16129;9077.16129
HF;1706;17;6;0;131.9666667;4;5460;3047.833333;3183.8;9128.8
HF;1707;17;7;0;132;4;5460;3098.677419;3234.677419;9179.677419
HF;1708;17;8;0;133;4;5460;3150.16129;3287.16129;9232.16129
HF;1709;17;9;0;133;4;5460;3200.833333;3337.833333;9282.833333
HF;1710;17;10;0;134;4;5460;3251.677419;3389.677419;9334.677419
HF;1711;17;11;0;134;4;5460;3302.333333;3440.333333;9385.333333
HF;1712;17;12;0;135;4;5460;3353;3492;9437
HF;1801;18;1;0;135.7096774;4;5460;3404.870968;3544.580645;9489.580645
HF;1802;18;2;0;137.3214286;4;5460;3454.392857;3595.714286;9540.714286
HF;1803;18;3;0;138.6451613;4;5460;3503.935484;3646.580645;9591.580645
HF;1804;18;4;0;140.2666667;4;5460;3555.2;3699.466667;9644.466667
HF;1805;18;5;0;141.6451613;4;5460;3606.419355;3752.064516;9697.064516
HF;1806;18;6;0;143.2666667;4;5460;3657.633333;3804.9;9749.9
HF;1807;18;7;0;144.6451613;4;5460;3708.83871;3857.483871;9802.483871
HF;1808;18;8;0;146.3225806;4;5460;3760.903226;3911.225806;9856.225806
HF;1809;18;9;0;147.6666667;4;5460;3812.133333;3963.8;9908.8
HF;1810;18;10;0;149.3225806;4;5460;3863.387097;4016.709677;9961.709677
HF;1811;18;11;0;150.6666667;4;5460;3914.6;4069.266667;10014.26667
HF;1812;18;12;0;152.3548387;4;5460;3965.806452;4122.16129;10067.16129
HF;1901;19;1;0;153.483871;4;5460;4015.870968;4173.354839;10118.35484
HF;1902;19;2;0;154.3571429;4;5460;4061.678571;4220.035714;10165.03571
HF;1903;19;3;0;155.2580645;4;5460;4107.516129;4266.774194;10211.77419
HF;1904;19;4;0;156.1333333;4;5460;4154.866667;4315;10260
HF;1905;19;5;0;157.0645161;4;5460;4202.258065;4363.322581;10308.32258
HF;1906;19;6;0;158;4;5460;4249.666667;4411.666667;10356.66667
HF;1907;19;7;0;158.9677419;4;5460;4297;4459.967742;10404.96774
HF;1908;19;8;0;159.9032258;4;5460;4345.193548;4509.096774;10454.09677
HF;1909;19;9;0;160.8333333;4;5460;4392.566667;4557.4;10502.4
HF;1910;19;10;0;161.7096774;4;5460;4439.935484;4605.645161;10550.64516
HF;1911;19;11;0;162.6333333;4;5460;4487.333333;4653.966667;10598.96667
HF;1912;19;12;0;163.5483871;4;5460;4534.677419;4702.225806;10647.22581
HF;2001;20;1;0;164.9677419;4;5460;4574;4742.967742;10687.96774
HF;2002;20;2;0;166.7241379;4;5460;4604.517241;4775.241379;10720.24138
HF;2003;20;3;0;168.5483871;4;5460;4635;4807.548387;10752.54839
HF;2004;20;4;0;170.4333333;4;5460;4665.5;4839.933333;10784.93333
HF;2005;20;5;0;172.2580645;4;5460;4696.483871;4872.741935;10817.74194
HF;2006;20;6;0;174.0666667;4;5460;4727.5;4905.566667;10850.56667
HF;2007;20;7;0;175.9032258;4;5460;4758;4937.903226;10882.90323
HF;2008;20;8;0;177.7419355;4;5460;4789.516129;4971.258065;10916.25806
HF;2009;20;9;0;179.5666667;4;5460;4820.5;5004.066667;10949.06667
HF;2010;20;10;0;181.4516129;4;5460;4851;5036.451613;10981.45161
HF;2011;20;11;0;183.3;4;5460;4882;5069.3;11014.3
HF;2012;20;12;0;185.0967742;4;5460;4913;5102.096774;11047.09677
HF;2101;21;1;0;192.8387097;4;5460;4942.548387;5139.387097;11063.12682
HF;2102;21;2;0;205.5714286;4;5460;4969.392857;5178.964286;11063.50538
HF;2103;21;3;0;218.2903226;4;5460;4996.16129;5218.451613;11063.79408
HF;2104;21;4;0;231.3666667;4;5460;5024;5259.366667;11064.18174
HF;2105;21;5;0;244.483871;4;5460;5051.741935;5300.225806;11064.51348
HF;2106;21;6;0;257.6333333;4;5460;5079.466667;5341.1;11064.86027
HF;2107;21;7;0;270.7096774;4;5460;5107.16129;5381.870968;11065.10384
HF;2108;21;8;0;284.0967742;4;5460;5135.354839;5423.451613;11065.49271
HF;2109;21;9;0;297.2;4;5460;5163.1;5464.3;11065.8137
HF;2110;21;10;0;310.2903226;4;5460;5190.935484;5505.225806;11066.21211
IDF;1301;13;1;500;61.03225806;20;0;19;100.0322581;600.0322581
IDF;1302;13;2;500;62;20;0;19;101;601
IDF;1303;13;3;500;62;20;0;19;101;601
IDF;1304;13;4;500;62.96666667;20;0;19;101.9666667;601.9666667
IDF;1305;13;5;500;63;20;0;19;102;602
IDF;1306;13;6;500;63.96666667;20;0;19;102.9666667;602.9666667
IDF;1307;13;7;500;64;20;0;19;103;603
IDF;1308;13;8;500;65;20;0;19;104;604
IDF;1309;13;9;500;65;20;0;19;104;604
IDF;1310;13;10;500;66;20;0;19;105;605
IDF;1311;13;11;500;66;20;0;19;105;605
IDF;1312;13;12;500;67;20;0;19;106;606
IDF;1401;14;1;500;67.16129032;20;0;19;106.1612903;606.1612903
IDF;1402;14;2;500;68;20;0;19;107;607
IDF;1403;14;3;500;68.38709677;20;0;19;107.3870968;607.3870968
IDF;1404;14;4;500;69;20;0;19;108;608
IDF;1405;14;5;500;69.67741935;20;0;19;108.6774194;608.6774194
IDF;1406;14;6;500;70;20;0;19;109;609
IDF;1407;14;7;500;70.96774194;20;0;19;109.9677419;609.9677419
IDF;1408;14;8;500;71.29032258;20;0;19;110.2903226;610.2903226
IDF;1409;14;9;500;72;20;0;19;111;611
IDF;1410;14;10;500;72.58064516;20;0;19;111.5806452;611.5806452
IDF;1411;14;11;500;73;20;0;19;112;612
IDF;1412;14;12;500;73.87096774;20;0;19;112.8709677;612.8709677
IDF;1501;15;1;500;74;20;0;20.06451613;114.0645161;614.0645161
IDF;1502;15;2;500;74.82142857;20;0;21.96428571;116.7857143;616.7857143
IDF;1503;15;3;500;75;20;0;23.93548387;118.9354839;618.9354839
IDF;1504;15;4;500;75.36666667;20;0;25.93333333;121.3;621.3
IDF;1505;15;5;500;76;20;0;27.93548387;123.9354839;623.9354839
IDF;1506;15;6;500;76;20;0;29.96666667;125.9666667;625.9666667
IDF;1507;15;7;500;76.96774194;20;0;31.93548387;128.9032258;628.9032258
IDF;1508;15;8;500;77;20;0;34;131;631
IDF;1509;15;9;500;77.6;20;0;36;133.6;633.6
IDF;1510;15;10;500;78;20;0;38;136;636
IDF;1511;15;11;500;78.2;20;0;40.03333333;138.2333333;638.2333333
IDF;1512;15;12;500;79;20;0;42;141;641
IDF;1601;16;1;478.1420765;79;20;0;43;142;642
IDF;1602;16;2;437.1584699;79.82758621;20;0;43;142.8275862;642.8275862
IDF;1603;16;3;396.1748634;80;20;0;43;143;643
IDF;1604;16;4;354.5081967;80.4;20;0;43;143.4;643.4
IDF;1605;16;5;312.8415301;81;20;0;43;144;644
IDF;1606;16;6;271.1748634;81;20;0;43;144;644
IDF;1607;16;7;229.5081967;82;20;0;43;145;645
IDF;1608;16;8;187.1584699;82;20;0;43;145;645
IDF;1609;16;9;145.4918033;82.6;20;0;43;145.6;645.6
IDF;1610;16;10;103.8251366;83;20;0;43;146;646
IDF;1611;16;11;62.15846995;83.2;20;0;43;146.2;646.2
IDF;1612;16;12;20.49180328;84;20;0;43;147;647
IDF;1701;17;1;0;84.16129032;20;0;44.16129032;148.3225806;648.3225806
IDF;1702;17;2;0;85;20;0;46.35714286;151.3571429;651.3571429
IDF;1703;17;3;0;85.38709677;20;0;48.58064516;153.9677419;653.9677419
IDF;1704;17;4;0;86;20;0;50.83333333;156.8333333;656.8333333
IDF;1705;17;5;0;86.67741935;20;0;53.06451613;159.7419355;659.7419355
IDF;1706;17;6;0;87;20;0;55.3;162.3;662.3
IDF;1707;17;7;0;87.96774194;20;0;57.58064516;165.5483871;665.5483871
IDF;1708;17;8;0;88.29032258;20;0;59.87096774;168.1612903;668.1612903
IDF;1709;17;9;0;89;20;0;62.1;171.1;671.1
IDF;1710;17;10;0;89.58064516;20;0;64.32258065;173.9032258;673.9032258
IDF;1711;17;11;0;90;20;0;66.66666667;176.6666667;676.6666667
IDF;1712;17;12;0;90.87096774;20;0;68.90322581;179.7741935;679.7741935
IDF;1801;18;1;0;91.29032258;20;0;70;181.2903226;681.2903226
IDF;1802;18;2;0;92;20;0;70;182;682
IDF;1803;18;3;0;92.70967742;20;0;70;182.7096774;682.7096774
IDF;1804;18;4;0;93.2;20;0;70;183.2;683.2
IDF;1805;18;5;0;94;20;0;70;184;684
