YYMM;YY;MM;Regions;Consommation;Thermique;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Bioenergies;Production;Renouvelable;Balance
2101;21;1;HF;10467882;2246859;6767601;2172065;6331;2576;0;186238;11381670;2367210;913788
2101;21;1;IDF;15608847;818334;0;53005;6028;5477;0;203705;1086549;268215;-14522298
2101;21;1;N;6161824;1065712;10334722;391982;11289;22404;0;93000;11919109;518675;5757285
2101;21;1;NlleA;10086910;312142;9667094;591561;254398;1318908;0;251230;12395333;2416097;2308423
2101;21;1;O;9209539;132703;3761334;831747;218051;3072983;-210385;122050;7928483;4034446;-1281056
2101;21;1;PACA;9180167;1847434;0;55756;175885;1808478;-7802;154874;4034625;2187191;-5145542
2101;21;1;PDL;6322668;1411953;0;489603;39688;8276;0;70224;2019744;607791;-4302924
2102;21;2;AURA;11483756;539495;12670942;262164;155059;5683641;-620721;171157;18861737;5651300;7377981
2102;21;2;B;4542174;356613;0;433785;26107;110708;-11975;66174;981412;624799;-3560762
2102;21;2;BFC;3839488;214753;0;424355;41331;259471;-3727;60217;996400;781647;-2843088
2102;21;2;CVDL;3738829;125931;13233941;591688;45873;60042;0;77217;14134692;774820;10395863
2102;21;2;GE;8020954;1266315;9408742;1852234;71397;1493236;-179571;174808;14087161;3412104;6066207
2102;21;2;HF;9012809;1732233;5027972;2392731;20103;2162;0;153345;9328546;2568341;315737
2102;21;2;IDF;12790432;612912;0;56829;14297;1123;0;181459;866620;253708;-11923812
2102;21;2;N;5261589;768753;10246825;423013;19849;14034;0;100571;11573045;557467;6311456
2102;21;2;NlleA;7786059;277901;6702512;568419;336994;1221062;0;227165;9334053;2353640;1547994
2102;21;2;O;6566227;121252;3363121;786707;275476;2907285;-242203;111259;7322897;3838524;756670
2102;21;2;PACA;7056775;1311388;0;37754;214503;1716266;-12910;132093;3399094;2087706;-3657681
2102;21;2;PDL;5197180;681358;0;503111;68350;7289;0;61589;1321697;640339;-3875483
2103;21;3;AURA;11954196;583042;14337369;232993;161169;5131668;-550731;190511;20086021;5165610;8131825
2103;21;3;B;4414818;363519;0;382546;9077;113880;-10335;73108;931795;568276;-3483023
2103;21;3;BFC;3852543;190394;0;334029;41484;166422;-4599;57681;785411;595017;-3067132
2103;21;3;CVDL;3609675;125256;12706891;539966;54349;26438;0;86430;13539330;707183;9929655
2103;21;3;GE;8341462;940838;8514927;1461656;159049;1422626;-177051;190071;12512116;3056351;4170654
2103;21;3;HF;9146550;2034911;5816803;2180209;23558;2976;0;176395;10234852;2383138;1088302
2103;21;3;IDF;12915781;560950;0;49685;13703;13098;0;202445;839881;278931;-12075900
2103;21;3;N;5266530;704769;11696349;355864;17949;18427;0;117479;12910837;509719;7644307
2103;21;3;NlleA;7877657;256286;6655038;479185;555308;842422;0;199468;8987707;2076383;1110050
2103;21;3;O;6660012;116838;3707961;788767;368581;2530252;-219747;128013;7420665;3595866;760653
2103;21;3;PACA;7188721;1424454;0;38326;335143;1329558;-10170;147311;3264622;1840168;-3924099
2103;21;3;PDL;5066756;784173;0;421313;56053;6485;0;70357;1338381;554208;-3728375
2104;21;4;AURA;10303645;410668;11261621;189370;348594;3487319;-543381;145475;15299666;3627377;4996021
2104;21;4;B;3701577;28799;0;299809;81599;99564;-11095;63475;562151;533352;-3139426
2104;21;4;BFC;3420051;83180;0;317481;104463;78794;-11071;60640;633487;550307;-2786564
2104;21;4;CVDL;2960714;17413;12019336;455712;136898;8433;0;84497;12722289;685540;9761575
2104;21;4;GE;7274174;1377185;7849339;1150802;183090;1088858;-84915;170812;11735171;2508647;4460997
2104;21;4;HF;8187082;1742785;5073960;1499528;63066;2880;0;150508;8532727;1715982;345645
2104;21;4;IDF;11136921;63770;0;42338;38667;12878;0;200717;358370;294600;-10778551
2104;21;4;N;4563275;297732;8520773;221349;59235;14746;0;91192;9205027;386522;4641752
2104;21;4;NlleA;6606767;28317;6030139;468238;882880;444769;0;220602;8074945;2016489;1468178
2104;21;4;O;5821944;536;3630717;566991;612397;1570282;-181450;121514;6320987;2689734;499043
2104;21;4;PACA;6414744;1160090;0;29242;383020;1039220;-15635;108089;2704026;1543936;-3710718
2104;21;4;PDL;4237280;774764;0;358486;198780;3538;0;72583;1408151;633387;-2829129
2105;21;5;AURA;9768798;73093;13110398;198523;353994;5642970;-641937;152951;18889992;5706501;9121194
2105;21;5;B;3434194;15278;0;428177;71865;99391;-12529;72264;674446;659168;-2759748
2105;21;5;BFC;3261924;61297;0;442572;100852;196874;-17457;62837;846975;785678;-2414949
2105;21;5;CVDL;2723438;8689;9019900;634294;132117;15665;0;94569;9905234;876645;7181796
2105;21;5;GE;6510536;366670;8932956;1763626;181831;1288916;-1522;172433;12704910;3405284;6194374
2105;21;5;HF;7708613;990710;5832006;2152308;69411;2976;0;178691;9226102;2403386;1517489
2105;21;5;IDF;10206182;41382;0;58224;37716;15549;0;181145;334016;292634;-9872166
2105;21;5;N;4098949;286954;10475573;405555;59775;14214;0;118389;11360460;597933;7261511
2105;21;5;NlleA;6322631;32240;5805299;546357;867788;606094;0;257470;8115248;2277709;1792617
2105;21;5;O;5252017;107;1933316;560453;672950;1781591;-286301;105107;4767223;2833800;-484794
2105;21;5;PACA;5896395;374787;0;36082;488527;2217445;-17865;116540;3215516;2840729;-2680879
2105;21;5;PDL;3859217;168969;0;489053;204360;3961;0;79258;945601;776632;-2913616
2106;21;6;AURA;9063380;244947;12894670;170676;371829;5969614;-447005;137176;19341907;6202290;10278527
2106;21;6;B;3006508;11965;0;109975;68681;89346;-12643;70759;338083;326118;-2668425
2106;21;6;BFC;2959832;39782;0;132088;105748;102586;0;61315;441519;401737;-2518313
2106;21;6;CVDL;2310532;7282;9674468;172428;139530;11245;0;76957;10081910;400160;7771378
2106;21;6;GE;6353901;978337;9276550;471601;222826;1746053;-954;174682;12869095;2614208;6515194
2106;21;6;HF;6866719;928812;4688457;650477;70127;2709;0;154228;6494810;877541;-371909
2106;21;6;IDF;9069654;27366;0;14844;37877;13905;0;182655;276647;249281;-8793007
2106;21;6;N;3738212;284139;12423176;91887;50353;18057;0;112995;12980607;273292;9242395
2106;21;6;NlleA;5607194;36782;4639466;193244;855104;444525;0;234064;6403185;1726937;795991
2106;21;6;O;5070440;168;1795468;429066;686623;1411047;-272359;68736;4118749;2323113;-951691
2106;21;6;PACA;5833266;345096;0;23497;477782;2403854;-14895;99812;3335146;2990050;-2498120
2106;21;6;PDL;3479762;73402;0;126293;187348;2409;0;77309;466761;393359;-3013001
2107;21;7;AURA;9265753;131703;12964023;156124;376551;5773193;-362744;179699;19218549;6122823;9952796
2107;21;7;B;3106407;4363;0;238704;76881;93981;-13638;79082;479373;475010;-2627034
2107;21;7;BFC;2949581;44169;0;235324;101451;211407;0;71948;664299;620130;-2285282
2107;21;7;CVDL;2424405;19994;9501912;350241;142598;12614;0;99316;10126675;604769;7702270
2107;21;7;GE;6354627;827114;10964161;957417;218818;1827838;-3800;202891;14994439;3203164;8639812
2107;21;7;HF;6992506;1174545;4870693;1164257;78967;2734;0;168521;7459717;1414479;467211
2107;21;7;IDF;8785177;2137;0;31415;38409;9353;0;230288;311602;309465;-8473575
2107;21;7;N;3656402;292511;10791753;187495;59927;14401;0;102203;11448290;364026;7791888
2107;21;7;NlleA;6054492;35635;5927798;251881;897559;563980;0;264442;7941295;1977862;1886803
2107;21;7;O;5530530;65;1849395;440525;748539;1096363;-269351;114288;3979824;2130364;-1550706
2107;21;7;PACA;6439704;366197;0;26242;536423;1479249;-10477;163682;2561316;2195119;-3878388
2107;21;7;PDL;3636003;106326;0;303021;204067;2669;0;88648;704731;598405;-2931272
2108;21;8;AURA;8468437;23390;13226507;151650;374788;4364709;-547651;165125;17758518;4508621;9290081
2108;21;8;B;2960744;10140;0;205449;67653;90796;-12979;82618;443677;433537;-2517067
2108;21;8;BFC;2676901;36295;0;192364;100945;114027;-7028;52287;488890;452595;-2188011
2108;21;8;CVDL;2404094;13603;10877059;267750;129061;4795;0;77831;11370099;479437;8966005
2108;21;8;GE;5709624;338072;10826361;742406;195324;1772100;-17700;202337;14058900;2894467;8349276
2108;21;8;HF;6508424;722052;4747343;1237422;69087;2973;0;167272;6946149;1476754;437725
2108;21;8;IDF;7985234;10222;0;25725;30989;1494;0;172117;240547;230325;-7744687
2108;21;8;N;3458037;279159;10330331;209643;49394;12114;0;100649;10981290;371800;7523253
2108;21;8;NlleA;6024019;43178;6183914;326624;873669;224337;0;261280;7913002;1685910;1888983
2108;21;8;O;5370434;29;1797984;336516;733978;969692;-162452;129380;3805127;2007114;-1565307
2108;21;8;PACA;6208511;98551;0;27135;503193;1129154;-11076;148674;1895631;1797080;-4312880
2108;21;8;PDL;3321581;125609;0;187636;178986;677;0;68060;560968;435359;-2760613
2109;21;9;AURA;9074704;198645;12897988;123062;312008;3047738;-547510;155026;16186957;3090324;7112253
2109;21;9;B;3039240;10660;0;200541;61913;88417;-11397;73873;424007;413347;-2615233
2109;21;9;BFC;2977056;74668;0;168119;94781;93424;-13905;53947;471034;396366;-2506022
2109;21;9;CVDL;2423008;1934;11876398;261840;129740;4183;0;81093;12355188;476856;9932180
2109;21;9;GE;6409207;955716;9466019;606181;212021;1283685;-69877;205047;12658792;2237057;6249585
2109;21;9;HF;7141552;1133916;3657849;872671;70284;1995;0;140710;5877425;1085660;-1264127
2109;21;9;IDF;9074128;4613;0;25822;39181;6009;0;236792;312417;307804;-8761711
2109;21;9;N;3674475;260488;12743188;166170;47679;10805;0;90234;13318564;314888;9644089
2109;21;9;NlleA;5931862;50466;5966792;236260;729263;401080;0;243517;7627378;1610120;1695516
2109;21;9;O;5082645;433;1397401;340592;556808;832565;-132743;103780;3098836;1701002;-1983809
2109;21;9;PACA;5778597;360419;0;22769;386795;976981;-5836;119977;1861105;1500686;-3917492
2109;21;9;PDL;3554803;1139906;0;225028;168326;143;0;81488;1614891;474985;-1939912
2110;21;10;AURA;10458582;227351;16069059;290926;267868;2782097;-740251;153017;19050067;2753657;8591485
2110;21;10;B;3432690;48460;0;353331;48056;85686;-10602;65591;590522;542062;-2842168
2110;21;10;BFC;3434447;87488;0;338532;83625;89959;-13270;68032;654366;566878;-2780081
2110;21;10;CVDL;2869929;15081;10607567;524340;114072;5073;0;86094;11352227;729579;8482298
2110;21;10;GE;7500328;1094820;10432787;1395025;147837;950806;-187870;195336;14028741;2501134;6528413
2110;21;10;HF;8193847;1156359;3897665;2112124;47203;1589;0;154232;7369172;2315148;-824675
2110;21;10;IDF;10948197;67508;0;56602;29380;10627;0;241309;405426;337918;-10542771
2110;21;10;N;4226634;260994;12243506;350062;34026;12923;0;108434;13009945;505445;8783311
2110;21;10;NlleA;6591449;92064;6157639;490150;677702;301988;0;218728;7938271;1688568;1346822
2110;21;10;O;5506298;2765;1758561;572974;529552;930447;-323918;123420;3593801;1832475;-1912497
2110;21;10;PACA;5969206;616818;0;31806;344864;835218;-15373;111089;1924422;1307604;-4044784
2110;21;10;PDL;3985509;1317642;0;363198;134219;2188;0;80083;1897330;579688;-2088179
