Regions;YYMM;YY;MM;Temperature;Vent;Humidite;Precipitations
PDL;1905;19;5;13.79435484;3.504032258;70.65322581;0.153225806
PDL;1906;19;6;18.27916667;3.45;73.24583333;0.204166667
PDL;1907;19;7;21.91532258;3.475806452;60.70967742;0.044354839
PDL;1908;19;8;19.78629032;3.22983871;71.76209677;0.137096774
PDL;1909;19;9;17.46666667;3.954166667;71.70416667;0.233333333
PDL;1910;19;10;14.10080645;3.600806452;88.39919355;0.391129032
PDL;1911;19;11;8.529166667;3.7625;90.44166667;0.7375
PDL;1912;19;12;8.14516129;4.298387097;89.09274194;0.407258065
PDL;2001;20;1;8.120967742;4.310483871;88.89919355;0.290322581
PDL;2002;20;2;9.693965517;5.49137931;84.81034483;0.456896552
PDL;2003;20;3;9.576612903;4.435483871;75.51209677;0.322580645
PDL;2004;20;4;14.30416667;3.408333333;71.60416667;0.204166667
PDL;2005;20;5;16.85887097;3.774193548;65.10887097;0.153225806
PDL;2006;20;6;17.1875;3.545833333;75.09166667;0.425
PDL;2007;20;7;19.81048387;3.423387097;66.68951613;0.016129032
PDL;2008;20;8;20.33064516;3.02016129;74.83467742;0.326612903
PDL;2009;20;9;17.8875;2.995833333;73.8625;0.1875
PDL;2010;20;10;12.48387097;4.02016129;84.52822581;0.463709677
PDL;2011;20;11;10.3625;3.316666667;85.86666667;0.191666667
PDL;2012;20;12;7.713709677;4.133064516;88.83870968;0.516129032
PDL;2101;21;1;5.241935484;3.814516129;88.89919355;0.391129032
PDL;2102;21;2;7.75;4.580357143;80.51785714;0.232142857
PDL;2103;21;3;8.834677419;3.661290323;73.56854839;0.056451613
PDL;2104;21;4;10.87083333;3.8375;59.01666667;0.020833333
PDL;2105;21;5;13.27822581;4.524193548;74.31451613;0.330645161
PDL;2106;21;6;18.60416667;2.7625;75.15833333;0.358333333
PDL;2107;21;7;19.18548387;3.637096774;75.44758065;0.177419355
PDL;2108;21;8;18.18548387;3.290322581;75.50403226;0.084677419
PDL;2109;21;9;18.62083333;3.1;74.15416667;0.1125
PDL;2110;21;10;13.01612903;3.177419355;82.62903226;0.564516129
